_unit_id,_trusted_judgments,comment,antagonise,antagonise:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,generalisation,generalisation:confidence,generalisation_unfair,generalisation_unfair:confidence,healthy,healthy:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence,pred_antagonise,pred_condescending,pred_dismissive,pred_generalisation,pred_generalisation_unfair,pred_healthy,pred_hostile,pred_sarcastic
1739444629,3,"A good column. Uneven PSA results mean that I am under supervision for 'a cranky prostate', proved to be non-cancerous, and for that I'm grateful. Certain routine tests may be unnecessary, but not this one.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018222243,0.022777438,0.015107453,0.015885085,0.014127314,0.96545625,0.013223797,0.029619098
1739466379,5,Ms Kelly BluckI know who's opinion I respect.------Your opinion is not worth much if you don't know the difference between WHOSE and 'who's',1,0.5874,1,1.0,1,0.5874,0,1.0,0.0,1.0,1,0.8166,1,0.5874,0,0.8001,0.09376377,0.113036245,0.04428497,0.034670144,0.035198957,0.85322666,0.031827718,0.059708625
1739460829,3,Ted Cruz will be unhappy. God told him he would get to be POTUS.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.08973384,0.10830447,0.04042691,0.04072848,0.034085184,0.8659518,0.04007891,0.068221
1739441249,3,"Maybe Gigya, the company that developed it?Too bad the Globe didn't think of, you know, testing it before rolling it out. Guess that would have required forethought.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018186599,0.02271244,0.015086263,0.015753984,0.014138132,0.9658874,0.013192505,0.029410154
1739464819,3,Actually the Cons DO care about how many innocents fill our jails - the more the merrier b/c the plan is to privatize prisons and have them run as for-profit businesses.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.02326414,0.03203994,0.017782688,0.01929313,0.017056525,0.95267534,0.015305489,0.035152823
1739460069,3,""" countries that have tried it. "" Everywhere but the English-speaking world.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018383235,0.022633761,0.015365452,0.015593171,0.01418069,0.9653883,0.013286918,0.029993862
2028122559,5,it will serve the eastern refining base and tide water.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,0.5953,0,1.0,0,0.8018,0.018474728,0.022411853,0.015099496,0.016174793,0.014442891,0.96467435,0.013296366,0.029819548
2327214049,4,"Tax policy can go a long way to helping with inequality. Just look to the post war US as an example. It's really not that hard, we've just lost the will to talk about higher marginal tax rates, among other possible levers.",0,0.7775,0,1.0,0,1.0,0,1.0,0.0,1.0,1,0.7775,0,0.7775,0,1.0,0.018069953,0.022464275,0.015097171,0.015840828,0.014255643,0.9655567,0.013172537,0.029601425
1812168789,5,"...and, of course, vocal media, you voiced all of the above concerns to Elections Canada? I thought not.",0,1.0,0,1.0,0,0.7902,0,1.0,0.0,1.0,1,0.7982,0,1.0,0,1.0,0.018457264,0.023034692,0.015423924,0.015764445,0.0142841935,0.9647399,0.013388187,0.029994875
2319157819,5,So is Harper taking responsibility for everything that his predecessor Stockwell Day said? You're really clutching at straws here.,0,1.0,0,0.789,0,0.789,0,1.0,0.0,1.0,1,0.8041,0,0.8026,0,1.0,0.04471317,0.0643456,0.02465269,0.0262506,0.026953906,0.9081579,0.02002582,0.044644862
1739447349,3,PM Trudeau is holding all-party consultation. That is why we elected him- and got rid of the party that held no consultation. We certainly do not need a referendum on this-,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018195927,0.022595316,0.015055895,0.015945911,0.01431033,0.9654207,0.013198584,0.029689461
1739455109,4,This is not a rebuttal or argument.,0,1.0,0,1.0,0,0.753,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018752068,0.023037791,0.014771134,0.016307265,0.014470339,0.96509147,0.013097554,0.028897732
1739462349,3,Jake - who was apparently born yesterday - either intentionally overlooks or is unaware of the abuses of the exact same sort of spending under previous Liberal governments. C.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018715352,0.023505509,0.015664428,0.016168535,0.014439762,0.9635892,0.013489634,0.03070584
1739445649,3,Not all of them are unwanted?,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018882185,0.023385376,0.015914321,0.01584515,0.014557421,0.96478057,0.013548881,0.030021727
1739470269,3,Since there are a total of 3 comments it appears the moderator is suppressing the general replies of Canadians. There is one hateful pro immigration post allowed however.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.03710705,0.055734485,0.021238148,0.024598956,0.02517569,0.9182571,0.017647773,0.040542424
2327213369,3,"Lawsuites are in order, and I assume that there is already more than one lawsuit in the works. But how do mothers get their children back, particularly if they were adopted out afterwards?",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018164575,0.022654027,0.015143245,0.015779406,0.014128059,0.9657036,0.013211101,0.029529631
1739441569,6,Clinton is preparing for the debates which will be watched by millions. Far smarter use of her time. Trump just can't tear himself away from the ego trip to do the same. He will look like the childish amateur that he is because of his laziness.,0,0.6563,0,0.6563,1,0.5111,0,1.0,0.0,1.0,1,0.8291,0,0.6563,0,1.0,0.18542793,0.20189005,0.08917454,0.05845976,0.069036216,0.76034725,0.110521674,0.10408455
1739464109,5,You have blinded the readers with big words - most of which heir harper appears to wear with pride.,0,0.5926,1,0.6113,0,0.5926,0,0.5926,0.0,1.0,1,0.7979,0,0.5926,0,0.594,0.072515875,0.094552696,0.03903857,0.031096756,0.032327652,0.8807886,0.029933393,0.05978653
1739449549,3,"You could. But then those bonuses to come out of MY paycheque, so not nearly the same thing.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018817306,0.023575544,0.016059607,0.015688658,0.014379889,0.9648731,0.013534784,0.030684114
1739458649,3,What happened to the 96 Million dollars thrown away in Attawapiskat? It's been months and no one has any answers. Maybe send in an undercover reporter.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.01834321,0.022934109,0.015438527,0.015829533,0.014329672,0.96468604,0.013516843,0.030227244
1739452259,5,You're going to love the new columnist's piece: 'Don?t kid yourself: This was all about race',1,0.6066,0,0.5884,0,0.5884,0,1.0,0.0,1.0,0,0.6066,0,0.5884,1,0.6066,0.03476894,0.050897986,0.020657301,0.024027288,0.023783565,0.9239539,0.017671227,0.04045996
1739463489,4,Aren't unmarried straight (or gay) people in an unmarried relationship also exercising their rights under Canadian law?,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,0.7542,0,1.0,0,1.0,0.018306524,0.022994965,0.015293837,0.01598531,0.014200747,0.9647398,0.013407856,0.029672593
1739460029,3,"P_Smith, for people who never heard anything but propaganda, it's very difficult to acknowledge it. Many seriously think that western free press is actually free.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.023606032,0.031637013,0.018128067,0.01829338,0.017261505,0.9529313,0.015017569,0.034141183
1739467049,3,Both were kicked out of the Conservative Caucus. Mr. Trudeau was willing to keep his Liberal Senator in Caucus before that fellow resigned on his own.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.020370036,0.02695489,0.016228795,0.017947733,0.015765846,0.95874965,0.014228851,0.032341808
2254075039,5,Mr. Harper's attitude towards science is no secret.,0,0.8128,0,0.6035,0,0.8128,0,1.0,0.0,1.0,1,0.6196,0,1.0,0,1.0,0.018081218,0.022627413,0.015103459,0.015749544,0.014172524,0.96580297,0.013150156,0.029424489
2327177139,3,Dunno. How's the divorce rate in hetro couples?,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.01978302,0.025415272,0.01659283,0.016432315,0.014976591,0.96150565,0.014099568,0.031108707
1739445329,5,' ... there?s a feral desire to punish anyone who?s transgressed some impossibly pristine code of behaviour.' I've long believed that simply not lying is impossible for media people. Nice of Renzetti to express it so overtly.,0,1.0,0,1.0,0,1.0,1,0.6212,1.0,0.6212,1,1.0,0,0.7987,0,1.0,0.02397421,0.03178084,0.018387377,0.019462973,0.01722601,0.9518618,0.015535831,0.036167353
1739449939,4,Where are the moderators when we need them? Will no one stop this new commenter from spewing insults in every comment?,0,1.0,0,0.7638,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.123858094,0.13558805,0.064701825,0.037204027,0.035414964,0.84966207,0.055125087,0.07852262
1739457539,3,Who's 'tubby'.What's with the name calling? Isn't that the refuge of fools?,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.279575,0.25661948,0.15324727,0.064777166,0.063170075,0.6964685,0.16636962,0.09602144
1739460349,3,Can't comment and won't while absurd PC attitudes are deemed unacceptable. Politically correct is what McCarthyism is all about. Call a specific shovel by its real name and PC thinking calls you a racist.. She is what she is.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.1869452,0.21293896,0.078891754,0.05927059,0.07346982,0.7412224,0.11840445,0.08747113
1739448549,5,Giving Pierre Poilievre all that is a gift to the opposition. What a gong show.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,0.7979999999999999,0,1.0,0,0.7981,0.023439437,0.030543685,0.017836273,0.01881361,0.017136276,0.9512203,0.014732271,0.03495583
1739461789,3,"Perhaps we should embrace Mandarin immersion, would help with trading with the second strongest economy in the world, China.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018188179,0.022602022,0.014939666,0.01585707,0.01418215,0.9656535,0.01314351,0.029306859
1739466029,5,Typical leftist - bully poor Justin. Do you know how flakey that sounds?,0,0.5921,1,0.6171,0,0.598,1,0.8163,1.0,0.623,1,0.5921,0,0.7913,0,0.7913,0.3677405,0.32148102,0.1997568,0.07763529,0.068968415,0.64405924,0.23004237,0.09189004
1739455899,4,What does the federal budget have to with the Ontario budget? Also if you do any research you will notice that the Liberal gov't added billions to the debt during boom years. The federal with all intense reasoning is considered balanced.,0,0.7568,0,0.7568,0,0.7568,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018267065,0.02258259,0.014981955,0.015863985,0.014183044,0.96545225,0.013183534,0.029497325
1739467729,3,yeah because it's those racist whites causing a 'race to the bottom' right? Obama's illegal immigration policies have done nothing to tear the flesh off the union carcass.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.24192256,0.26106352,0.096646845,0.08132085,0.08127782,0.7191348,0.15809897,0.09202272
1739470199,5,you are too sensitive and bruise easily,1,0.5739,1,0.5739,0,0.6169,0,1.0,0.0,1.0,1,0.8140000000000001,0,1.0,0,0.6121,0.2020314,0.16344297,0.11161193,0.04095593,0.042036712,0.75778717,0.08057964,0.09028235
1739450089,3,You are an ignorant *sshole.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.62899387,0.5649577,0.6287922,0.34042406,0.192965,0.32315406,0.4858306,0.30543298
1739456859,4,I know a great many people who do not believe that tax cuts are God's gift to humankind.,0,1.0,0,0.7491,0,0.7491,0,1.0,0.0,1.0,1,1.0,0,1.0,0,0.7491,0.01835072,0.023068339,0.015558481,0.015804738,0.014304757,0.96492505,0.013404876,0.030127943
2327176589,3,"Mark. Who/what are you talking about. If it is humans, then how come we have a massive problem with overpopulation??",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.02684772,0.03548929,0.019246489,0.01910624,0.018706352,0.9463295,0.015947938,0.03623846
1739448779,5,Be prepared for Harper to sit it out for six months or more before a throne speech if he wins a minority government. Nothing is beneath him.,0,0.5936,0,0.5936,0,0.8017,0,1.0,0.0,1.0,1,0.5936,0,0.5936,0,0.7919,0.01877755,0.023667306,0.015619874,0.01642102,0.014639586,0.96330404,0.013650537,0.031148165
1739447969,3,I can't believe the Globe and Mail posted your comment. Most of the time the uncomfortable truth is just too much for them. I have been censored more than I have been posted. Nice to see.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.07887453,0.09491286,0.040002882,0.029355288,0.033836216,0.867278,0.027175993,0.057939082
1739447439,3,"Meanwhile, Clinton has spent a staggering $48 million in the battleground states, to Trump' s zero... and they are virtually tied.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018181026,0.022504956,0.014962047,0.015876412,0.014166594,0.9654602,0.013238847,0.029521376
1739464219,5,It is quite transparent to do the attack with nary a word about the subject at hand. One doubts that poster even read the article.,0,0.8009999999999999,1,0.6139,0,0.8165,0,1.0,0.0,1.0,1,0.8005,0,1.0,0,1.0,0.0280357,0.03959635,0.019073337,0.020388186,0.020210326,0.9436029,0.015892953,0.03757128
1739471949,4,There is one,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,0.7663,0,1.0,0,1.0,0.018544912,0.02310118,0.015172541,0.01611808,0.014449626,0.9655693,0.013451308,0.029468656
1739448719,3,"Has the UK apologised for the 3 million Indians who starved to death in WW2, due to British policies?",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.01909995,0.024232805,0.016027242,0.016220301,0.0147943795,0.9627566,0.013574421,0.031179428
1739444979,3,"If you think the boards on G&M are bad, try the National Post.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.02187261,0.029767424,0.017354459,0.018514693,0.01647082,0.9552889,0.014702141,0.034499824
1739471779,5,"Globe & Mail endorsed the Harper conservatives in the last election. So they endorsed a '''''Prime Minister Stephen Harper skipped the event, a classless act of petty personal vindictiveness''''",0,0.7919,0,0.8017,0,0.8017,0,1.0,0.0,1.0,1,0.7919,0,1.0,0,0.5936,0.021464467,0.027712673,0.0164392,0.018433213,0.015951365,0.95695496,0.014583528,0.032977253
1739454859,3,"If there are hundreds of refugees stranded in hotels at taxpayers expense, waiting for their lives to begin', it is because Trudeau and his incompetent government took their lives away from them without thinking.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018358588,0.022910029,0.015348196,0.015776217,0.014266312,0.9647994,0.013250291,0.029844344
1739445989,3,Rocco Galati.,0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018938482,0.02310422,0.015138298,0.016245484,0.01453504,0.9636222,0.013610274,0.029529214
1739471319,3,"I used to think that compulsory voting made sense. Now, I am not so sure. If a person votes but they are not aware of the issues, or worse, have some scewed sense of reality, would it not be better if they did not vote.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.018226922,0.022729605,0.01542148,0.015751183,0.01428768,0.96501124,0.013318449,0.0301674
1739451719,3,"Excellent post, RickT1 - you should have written the article instead of O'Sullivan.",0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,1,1.0,0,1.0,0,1.0,0.0665907,0.08814001,0.039391994,0.027271092,0.029145002,0.8869585,0.029008836,0.054062992
